Date;Name;ISIN;MarketCap;ESGScore;ESGGrade;EconomicSector;Index;RebalanceDate;HoldingPeriodEnd;Eligible;PortfolioSide;ESGRankWithinSide;Weight_BL;BL_NumAssets
2023-01-01;MERCK ORD;DE0006599905;78651318130.0;85.888;A;Healthcare;DAX;2023-01-02;2023-12-29;True;Top;9;5.265156800132731e-18;10
2023-01-01;DEUTSCHE TELEKOM AG ORD;DE0005557508;92937615312.0;85.7949;A;Technology;DAX;2023-01-02;2023-12-29;True;Top;10;0.08886452959497686;10
2024-01-01;PORSCHE SE VZ PRF;DE000PAH0038;14185500000.0;15.0518;D;Consumer Cyclicals;DAX;2024-01-02;2024-12-31;True;Bottom;1;1.4873580916430294e-17;10
2024-01-01;RWE ST A ORD;DE0007037129;30631381316.0;62.529;B;Utilities;DAX;2024-01-02;2024-12-31;True;Bottom;2;0.06748211973186942;10
2024-01-01;E.ON ORD;DE000ENAG999;32092023420.0;64.0587;B;Utilities;DAX;2024-01-02;2024-12-31;True;Bottom;3;0.1297959468888933;10
2024-01-01;BEIERSDORF ORD;DE0005200000;34196400000.0;65.1492;B;Consumer Non-Cyclicals;DAX;2024-01-02;2024-12-31;True;Bottom;4;0.31597517960290433;10
2024-01-01;BRENNTAG ORD;DE000A1DAHH0;12271108315.0;68.1276;B+;Basic Materials;DAX;2024-01-02;2024-12-31;True;Bottom;5;0.03243708624600701;10
2024-01-01;DEUTSCHE BOERSE AG ORD;DE0005810055;35435000000.0;69.2581;B+;Financials;DAX;2024-01-02;2024-12-31;True;Bottom;6;0.19133754943998438;10
2024-01-01;ZALANDO ORD SHS;DE000ZAL1111;5657909893.0;73.7569;B+;Technology;DAX;2024-01-02;2024-12-31;True;Bottom;7;2.2836008257975937e-18;10
2024-01-01;FRESENIUS SE ORD;DE0005785604;15810070365.0;73.8769;B+;Healthcare;DAX;2024-01-02;2024-12-31;True;Bottom;8;0.06966886234759062;10
2024-01-01;CONTINENTAL ORD;DE0005439004;11695389657.0;74.1118;B+;Consumer Cyclicals;DAX;2024-01-02;2024-12-31;True;Bottom;9;0.0;10
2024-01-01;DEUTSCHE POST ORD;DE0005552004;55578009791.0;74.6038;B+;Industrials;DAX;2024-01-02;2024-12-31;True;Bottom;10;0.19330325574275098;10
2024-01-01;BAYER AG;DE000BAY0017;33038921878.0;91.6657;A;Healthcare;DAX;2024-01-02;2024-12-31;True;Top;1;0.25815872771433807;10
2024-01-01;BMW AG;DE0005190003;63731698020.0;90.4872;A;Consumer Cyclicals;DAX;2024-01-02;2024-12-31;True;Top;2;0.3282530980279699;10
2024-01-01;ADIDAS ORD;DE000A1EWWW0;33148800000.0;90.1395;A;Consumer Cyclicals;DAX;2024-01-02;2024-12-31;True;Top;3;0.023984740363282596;10
2024-01-01;MERCEDES-BENZ GROUP AG ORD;DE0007100000;66918332310.0;89.7238;A;Consumer Cyclicals;DAX;2024-01-02;2024-12-31;True;Top;4;0.11191386877761533;10
2024-01-01;BASF SE ORD;DE000BASF111;43537231160.0;88.9027;A;Basic Materials;DAX;2024-01-02;2024-12-31;True;Top;5;2.4424378185923372e-17;10
2024-01-01;SAP SE ORD;DE0007164600;171000000000.0;88.3434;A;Technology;DAX;2024-01-02;2024-12-31;True;Top;6;0.2673655335643455;10
2024-01-01;ALLIANZ SE ORD;DE0008404005;94776407937.0;87.434;A;Financials;DAX;2024-01-02;2024-12-31;True;Top;7;1.2986326002146937e-17;10
2024-01-01;MUNICH RE ORD;DE0008430026;51189203065.0;86.131;A;Financials;DAX;2024-01-02;2024-12-31;True;Top;8;0.010324031552448647;10
2024-01-01;VONOVIA SE;DE000A1ML7J1;23249968243.0;85.0192;A;Real Estate;DAX;2024-01-02;2024-12-31;True;Top;9;0.0;10
2024-01-01;SIEMENS ORD;DE0007236101;136000000000.0;84.6431;A;Industrials;DAX;2024-01-02;2024-12-31;True;Top;10;4.061113261779602e-17;10
2016-01-01;BERKSHIRE HATHWAY CL B ORD;US0846707026;325000000000.0;10.98;D;Consumer Non-Cyclicals;SP100;2016-01-04;2016-12-30;True;Bottom;1;3.8163916471489756e-17;9
2016-01-01;THE PRICELINE GROUP INC;US09857L1089;63471961631.0;16.59;D;Consumer Cyclicals;SP100;2016-01-04;2016-12-30;True;Bottom;2;1.0625181290357943e-17;9
2016-01-01;UNITEDHEALTH GRP ORD;US91324P1021;112000000000.0;24.64;D+;Healthcare;SP100;2016-01-04;2016-12-30;True;Bottom;3;0.0;9
2016-01-01;KINDER MORGAN ORD;US49456B1017;33294199249.0;34.46;C;Energy;SP100;2016-01-04;2016-12-30;True;Bottom;5;0.14359288135485354;9
2016-01-01;FACEBOOK CL A ORD;US30303M1027;296000000000.0;35.68;C;Technology;SP100;2016-01-04;2016-12-30;True;Bottom;6;0.23946265039333625;9
2016-01-01;US ORD;US9029733048;74637385236.0;39.98;C;Financials;SP100;2016-01-04;2016-12-30;True;Bottom;7;0.19648374033196378;9
2016-01-01;DEVON ENERGY ORD;US25179M1036;12878661984.0;41.26;C;Energy;SP100;2016-01-04;2016-12-30;True;Bottom;8;7.447113672259809e-18;9
2016-01-01;TWENTY-FIRST CENTURY FOX INC CLASS A;US90130A3095;53541348295.0;41.83;C+;Consumer Cyclicals;SP100;2016-01-04;2016-12-30;True;Bottom;9;0.21023036417838672;9
2016-01-01;TWENTY-FIRST CENTURY FOX INC CLASS B;US90130A4085;53541348295.0;41.83;C+;Consumer Cyclicals;SP100;2016-01-04;2016-12-30;True;Bottom;10;0.21023036374145967;9
2016-01-01;MICROSOFT-T ORD;US5949181045;443000000000.0;92.39;A+;Technology;SP100;2016-01-04;2016-12-30;True;Top;1;0.22348584508389133;10
2016-01-01;INTEL-T ORD;US4581401001;163000000000.0;91.39;A;Technology;SP100;2016-01-04;2016-12-30;True;Top;2;0.1669381871229003;10
2016-01-01;JOHNSON&JOHNSON ORD;US4781601046;284000000000.0;89.87;A;Healthcare;SP100;2016-01-04;2016-12-30;True;Top;3;0.5863723442899573;10
2016-01-01;CVS HEALTH CORP;US1266501006;108000000000.0;87.61;A;Healthcare;SP100;2016-01-04;2016-12-30;True;Top;4;0.02320362350325102;10
2016-01-01;3M ORD;US88579Y1010;77546789674.0;86.51;A;Consumer Non-Cyclicals;SP100;2016-01-04;2016-12-30;True;Top;5;0.0;10
2016-01-01;TEXAS INSTRUMENTS ORD;US8825081040;55599925612.0;84.79;A;Technology;SP100;2016-01-04;2016-12-30;True;Top;6;1.5496244817375929e-18;10
2016-01-01;EXXON ORD;US30231G1022;325000000000.0;83.54;A;Energy;SP100;2016-01-04;2016-12-30;True;Top;7;0.0;10
2016-01-01;GENERAL ELECTRIC ORD;US3696043013;188000000000.0;82.72;A-;Industrials;SP100;2016-01-04;2016-12-30;True;Top;8;0.0;10
2016-01-01;CISCO-T ORD;US17275R1023;138000000000.0;82.48;A-;Technology;SP100;2016-01-04;2016-12-30;True;Top;9;0.0;10
2016-01-01;ALLSTATE ORD;US0200021014;24047840468.0;82.38;A-;Financials;SP100;2016-01-04;2016-12-30;True;Top;10;0.0;10
2017-01-01;BERKSHIRE HATHWAY CL B ORD;US0846707026;401000000000.0;16.47;D;Consumer Non-Cyclicals;SP100;2017-01-02;2017-12-29;True;Bottom;1;0.0;10
2017-01-01;THE PRICELINE GROUP INC;US09857L1089;72342742428.0;18.91;D+;Consumer Cyclicals;SP100;2017-01-02;2017-12-29;True;Bottom;2;0.0;10
2017-01-01;THE KRAFT HEINZ COMPANY;US5007541064;106000000000.0;25.71;C-;Consumer Non-Cyclicals;SP100;2017-01-02;2017-12-29;True;Bottom;3;0.0;10
2017-01-01;FACEBOOK CL A ORD;US30303M1027;332000000000.0;35.16;C;Technology;SP100;2017-01-02;2017-12-29;True;Bottom;4;0.1660492361242059;10
2017-01-01;KINDER MORGAN ORD;US49456B1017;46232264115.0;40.57;C;Energy;SP100;2017-01-02;2017-12-29;True;Bottom;5;1.29020058525775e-17;10
2017-01-01;TWENTY-FIRST CENTURY FOX INC CLASS A;US90130A3095;51096099881.0;40.8;C;Consumer Cyclicals;SP100;2017-01-02;2017-12-29;True;Bottom;6;0.085253423531323;10
2017-01-01;TWENTY-FIRST CENTURY FOX INC CLASS B;US90130A4085;51096099881.0;40.8;C;Consumer Cyclicals;SP100;2017-01-02;2017-12-29;True;Bottom;7;0.08525342298501298;10
2017-01-01;PAYPAL HOLDINGS ORD SHS WHEN ISSUED;US70450Y1038;47626314305.0;40.94;C;Industrials;SP100;2017-01-02;2017-12-29;True;Bottom;8;0.06989056897783444;10
2017-01-01;UNITEDHEALTH GRP ORD;US91324P1021;152000000000.0;41.29;C;Healthcare;SP100;2017-01-02;2017-12-29;True;Bottom;9;0.45165217954955117;10
2017-01-01;US ORD;US9029733048;87312375384.0;42.61;C+;Financials;SP100;2017-01-02;2017-12-29;True;Bottom;10;0.1419011688320724;10
2017-01-01;MICROSOFT-T ORD;US5949181045;483000000000.0;92.84;A+;Technology;SP100;2017-01-02;2017-12-29;True;Top;1;0.2866886673255026;10
2017-01-01;JOHNSON&JOHNSON ORD;US4781601046;313000000000.0;91.06;A;Healthcare;SP100;2017-01-02;2017-12-29;True;Top;2;0.7133113326744975;10
2017-01-01;INTEL-T ORD;US4581401001;172000000000.0;90.42;A;Technology;SP100;2017-01-02;2017-12-29;True;Top;3;0.0;10
2017-01-01;3M ORD;US88579Y1010;89797678409.0;88.13;A;Consumer Non-Cyclicals;SP100;2017-01-02;2017-12-29;True;Top;4;0.0;10
2017-01-01;TEXAS INSTRUMENTS ORD;US8825081040;72932473572.0;86.97;A;Technology;SP100;2017-01-02;2017-12-29;True;Top;5;0.0;10
2017-01-01;ACCENTURE PLC-A ORD;IE00B4BNMY34;76126457854.0;86.85;A;Technology;SP100;2017-01-02;2017-12-29;True;Top;6;0.0;10
2017-01-01;CISCO-T ORD;US17275R1023;152000000000.0;85.06;A;Technology;SP100;2017-01-02;2017-12-29;True;Top;7;1.659325579027519e-17;10
2017-01-01;TARGET ORD;US87612E1064;40571263365.0;84.45;A;Consumer Cyclicals;SP100;2017-01-02;2017-12-29;True;Top;8;0.0;10
2017-01-01;GENERAL ELECTRIC ORD;US3696043013;167000000000.0;83.52;A;Industrials;SP100;2017-01-02;2017-12-29;True;Top;9;0.0;10
2017-01-01;ALTRIA GROUP ORD;US02209S1033;132000000000.0;83.28;A-;Consumer Non-Cyclicals;SP100;2017-01-02;2017-12-29;True;Top;10;0.0;10
2018-01-01;CHARTER COMMUNICATIONS INC(NEW);US16119P1084;93033120318.0;15.31;D;Technology;SP100;2018-01-02;2018-12-31;True;Bottom;1;0.0;10
2018-01-01;THE PRICELINE GROUP INC;US09857L1089;84748790866.0;26.92;C-;Consumer Cyclicals;SP100;2018-01-02;2018-12-31;True;Bottom;2;0.0;10
2018-01-01;BERKSHIRE HATHWAY CL B ORD;US0846707026;489000000000.0;40.51;C;Consumer Non-Cyclicals;SP100;2018-01-02;2018-12-31;True;Bottom;3;0.0;10
2018-01-01;ORACLE SYS ORD;US68389X1054;196000000000.0;46.3;C+;Technology;SP100;2018-01-02;2018-12-31;True;Bottom;4;0.10505615872998754;10
2018-01-01;CELGENE ORD;US1510201049;82164394919.0;50.71;B-;Healthcare;SP100;2018-01-02;2018-12-31;True;Bottom;5;0.03205923346661724;10
2018-01-01;US ORD;US9029733048;88915536674.0;51.04;B-;Financials;SP100;2018-01-02;2018-12-31;True;Bottom;6;0.19902843993129238;10
2018-01-01;THE KRAFT HEINZ COMPANY;US5007541064;94748058927.0;51.37;B-;Consumer Non-Cyclicals;SP100;2018-01-02;2018-12-31;True;Bottom;7;0.2362453022841854;10
2018-01-01;TWENTY-FIRST CENTURY FOX INC CLASS A;US90130A3095;63640460058.0;51.98;B-;Consumer Cyclicals;SP100;2018-01-02;2018-12-31;True;Bottom;8;0.053235248530052494;10
2018-01-01;TWENTY-FIRST CENTURY FOX INC CLASS B;US90130A4085;63640460058.0;51.98;B-;Consumer Cyclicals;SP100;2018-01-02;2018-12-31;True;Bottom;9;0.053235248757410106;10
2018-01-01;FACEBOOK CL A ORD;US30303M1027;513000000000.0;53.01;B-;Technology;SP100;2018-01-02;2018-12-31;True;Bottom;10;0.3211403683004548;10
2018-01-01;MICROSOFT-T ORD;US5949181045;660000000000.0;91.29;A;Technology;SP100;2018-01-02;2018-12-31;True;Top;1;0.9576761011144029;10
2018-01-01;INTEL-T ORD;US4581401001;216000000000.0;89.25;A;Technology;SP100;2018-01-02;2018-12-31;True;Top;2;0.042323898885596935;10
2018-01-01;3M ORD;US88579Y1010;117000000000.0;88.78;A;Consumer Non-Cyclicals;SP100;2018-01-02;2018-12-31;True;Top;3;0.0;10
2018-01-01;CHEVRON TEXACO ORD;US1667641005;238000000000.0;88.1;A;Energy;SP100;2018-01-02;2018-12-31;True;Top;4;0.0;10
2018-01-01;CITIGROUP ORD;US1729674242;197000000000.0;88.09;A;Financials;SP100;2018-01-02;2018-12-31;True;Top;5;4.926433432366434e-17;10
2018-01-01;COLGATE-PALMOLIVE CO ORD;US1941621039;66253039075.0;87.65;A;Consumer Non-Cyclicals;SP100;2018-01-02;2018-12-31;True;Top;6;1.0980654266962643e-16;10
2018-01-01;JOHNSON&JOHNSON ORD;US4781601046;375000000000.0;87.29;A;Healthcare;SP100;2018-01-02;2018-12-31;True;Top;7;3.0817174401266016e-17;10
2018-01-01;TARGET ORD;US87612E1064;35468115347.0;87.22;A;Consumer Cyclicals;SP100;2018-01-02;2018-12-31;True;Top;8;3.149791566197891e-17;10
2018-01-01;ALTRIA GROUP ORD;US02209S1033;136000000000.0;86.3;A;Consumer Non-Cyclicals;SP100;2018-01-02;2018-12-31;True;Top;9;4.149064627280947e-17;10
2018-01-01;GENERAL MOTORS ORD;US37045V1008;58222505884.0;84.94;A;Consumer Cyclicals;SP100;2018-01-02;2018-12-31;True;Top;10;0.0;10
2019-01-01;CHARTER COMMUNICATIONS INC(NEW);US16119P1084;64219074381.0;20.36;D+;Technology;SP100;2019-01-02;2019-12-31;True;Bottom;1;0.0;10
2019-01-01;NETFLIX ORD;US64110L1061;117000000000.0;20.91;D+;Technology;SP100;2019-01-02;2019-12-31;True;Bottom;2;1.0083080204115193e-17;10
2019-01-01;BERKSHIRE HATHWAY CL B ORD;US0846707026;503000000000.0;33.78;C;Consumer Non-Cyclicals;SP100;2019-01-02;2019-12-31;True;Bottom;3;9.976354052761151e-18;10
2019-01-01;FACEBOOK CL A ORD;US30303M1027;377000000000.0;42.78;C+;Technology;SP100;2019-01-02;2019-12-31;True;Bottom;4;0.08696426143422724;10
2019-01-01;BOOKING HOLDINGS ORD;US09857L1089;79799005518.0;43.82;C+;Consumer Cyclicals;SP100;2019-01-02;2019-12-31;True;Bottom;5;0.030314397438102155;10
2019-01-01;THE KRAFT HEINZ COMPANY;US5007541064;52484474308.0;47.3;C+;Consumer Non-Cyclicals;SP100;2019-01-02;2019-12-31;True;Bottom;6;0.11606293535869698;10
2019-01-01;US ORD;US9029733048;73855445987.0;52.43;B-;Financials;SP100;2019-01-02;2019-12-31;True;Bottom;7;0.49370881354051316;10
2019-01-01;METLIFE ORD;US59156R1086;40519578627.0;54.96;B-;Financials;SP100;2019-01-02;2019-12-31;True;Bottom;8;0.013106992141645754;10
2019-01-01;ORACLE SYS ORD;US68389X1054;162000000000.0;55.39;B-;Technology;SP100;2019-01-02;2019-12-31;True;Bottom;9;0.19685926913730495;10
2019-01-01;COMCAST ORD;US20030N1019;144000000000.0;55.87;B-;Technology;SP100;2019-01-02;2019-12-31;True;Bottom;10;0.06298333094950978;10
2019-01-01;MICROSOFT-T ORD;US5949181045;780000000000.0;90.66;A;Technology;SP100;2019-01-02;2019-12-31;True;Top;1;0.4094808963203639;10
2019-01-01;GENERAL MOTORS ORD;US37045V1008;47211451524.0;88.99;A;Consumer Cyclicals;SP100;2019-01-02;2019-12-31;True;Top;2;0.11029903661364653;10
2019-01-01;COLGATE-PALMOLIVE CO ORD;US1941621039;51622881579.0;88.64;A;Consumer Non-Cyclicals;SP100;2019-01-02;2019-12-31;True;Top;3;0.3388408425286292;10
2019-01-01;ALTRIA GROUP ORD;US02209S1033;92559704617.0;88.44;A;Consumer Non-Cyclicals;SP100;2019-01-02;2019-12-31;True;Top;4;0.14137922453736038;10
2019-01-01;CITIGROUP ORD;US1729674242;127000000000.0;88.07;A;Financials;SP100;2019-01-02;2019-12-31;True;Top;5;0.0;10
2019-01-01;3M ORD;US88579Y1010;91851728615.0;87.71;A;Consumer Non-Cyclicals;SP100;2019-01-02;2019-12-31;True;Top;6;4.270210956614729e-17;10
2019-01-01;TARGET ORD;US87612E1064;34487982822.0;87.71;A;Consumer Cyclicals;SP100;2019-01-02;2019-12-31;True;Top;7;0.0;10
2019-01-01;INTEL-T ORD;US4581401001;214000000000.0;87.39;A;Technology;SP100;2019-01-02;2019-12-31;True;Top;8;1.1760392797941633e-17;10
2019-01-01;PHILLIP MORRIS ORD;US7181721090;104000000000.0;87.01;A;Consumer Non-Cyclicals;SP100;2019-01-02;2019-12-31;True;Top;9;0.0;10
2019-01-01;CISCO-T ORD;US17275R1023;195000000000.0;86.67;A;Technology;SP100;2019-01-02;2019-12-31;True;Top;10;0.0;10
2020-01-01;CHARTER COMMUNICATIONS INC(NEW);US16119P1084;102000000000.0;19.14;D+;Technology;SP100;2020-01-02;2020-12-31;True;Bottom;1;7.952930663637076e-17;10
2020-01-01;NETFLIX ORD;US64110L1061;142000000000.0;21.4;D+;Technology;SP100;2020-01-02;2020-12-31;True;Bottom;2;0.0;10
2020-01-01;BERKSHIRE HATHWAY CL B ORD;US0846707026;554000000000.0;27.68;C-;Consumer Non-Cyclicals;SP100;2020-01-02;2020-12-31;True;Bottom;3;2.7608395065132306e-17;10
2020-01-01;FACEBOOK CL A ORD;US30303M1027;585000000000.0;48.56;C+;Technology;SP100;2020-01-02;2020-12-31;True;Bottom;4;0.11622164978340561;10
2020-01-01;BOOKING HOLDINGS ORD;US09857L1089;85060158956.0;48.61;C+;Consumer Cyclicals;SP100;2020-01-02;2020-12-31;True;Bottom;5;0.01824661284079349;10
2020-01-01;US ORD;US9029733048;92602629834.0;51.51;B-;Financials;SP100;2020-01-02;2020-12-31;True;Bottom;6;0.3263583740362669;10
2020-01-01;ORACLE SYS ORD;US68389X1054;170000000000.0;52.73;B-;Technology;SP100;2020-01-02;2020-12-31;True;Bottom;7;0.2085764857615895;10
2020-01-01;GENERAL DYNAMICS ORD;US3695501086;51019132146.0;54.14;B-;Industrials;SP100;2020-01-02;2020-12-31;True;Bottom;8;0.24413617346907188;10
2020-01-01;THE KRAFT HEINZ COMPANY;US5007541064;39235891556.0;54.62;B-;Consumer Non-Cyclicals;SP100;2020-01-02;2020-12-31;True;Bottom;9;0.08646070410887263;10
2020-01-01;METLIFE ORD;US59156R1086;46873605169.0;55.97;B-;Financials;SP100;2020-01-02;2020-12-31;True;Bottom;10;1.885153635536216e-17;10
2020-01-01;MICROSOFT-T ORD;US5949181045;1200000000000.0;93.14;A+;Technology;SP100;2020-01-02;2020-12-31;True;Top;1;0.8269580487055483;10
2020-01-01;TEXAS INSTRUMENTS ORD;US8825081040;120000000000.0;90.39;A;Technology;SP100;2020-01-02;2020-12-31;True;Top;2;0.0;10
2020-01-01;3M ORD;US88579Y1010;84839965628.0;89.58;A;Consumer Non-Cyclicals;SP100;2020-01-02;2020-12-31;True;Top;3;2.6897568877112942e-17;10
2020-01-01;ALTRIA GROUP ORD;US02209S1033;93238194114.0;88.78;A;Consumer Non-Cyclicals;SP100;2020-01-02;2020-12-31;True;Top;4;0.10526683756149897;10
2020-01-01;PHILLIP MORRIS ORD;US7181721090;132000000000.0;88.66;A;Consumer Non-Cyclicals;SP100;2020-01-02;2020-12-31;True;Top;5;0.06777511373295267;10
2020-01-01;INTEL-T ORD;US4581401001;260000000000.0;88.15;A;Technology;SP100;2020-01-02;2020-12-31;True;Top;6;1.4123980618486857e-18;10
2020-01-01;CITIGROUP ORD;US1729674242;174000000000.0;87.87;A;Financials;SP100;2020-01-02;2020-12-31;True;Top;7;3.2381405291746673e-17;10
2020-01-01;CISCO-T ORD;US17275R1023;203000000000.0;87.47;A;Technology;SP100;2020-01-02;2020-12-31;True;Top;8;0.0;10
2020-01-01;AMAZON.COM INC ORD;US0231351067;916000000000.0;87.1;A;Consumer Cyclicals;SP100;2020-01-02;2020-12-31;True;Top;9;0.0;10
2020-01-01;BK OF AMERICA CO ORD;US0605051046;317000000000.0;86.12;A;Financials;SP100;2020-01-02;2020-12-31;True;Top;10;0.0;10
2021-01-01;CHARTER COMMUNICATIONS INC(NEW);US16119P1084;128000000000.0;23.75;D+;Technology;SP100;2021-01-04;2021-12-31;True;Bottom;1;0.14926382366470053;10
2021-01-01;BERKSHIRE HATHWAY CL B ORD;US0846707026;544000000000.0;25.2;C-;Consumer Non-Cyclicals;SP100;2021-01-04;2021-12-31;True;Bottom;2;0.4530623834800498;10
2021-01-01;NETFLIX ORD;US64110L1061;239000000000.0;33.1;C-;Technology;SP100;2021-01-04;2021-12-31;True;Bottom;3;0.19103566164097402;10
2021-01-01;BOOKING HOLDINGS ORD;US09857L1089;91217646850.0;46.71;C+;Consumer Cyclicals;SP100;2021-01-04;2021-12-31;True;Bottom;4;6.601456855353878e-17;10
2021-01-01;ORACLE SYS ORD;US68389X1054;190000000000.0;52.05;B-;Technology;SP100;2021-01-04;2021-12-31;True;Bottom;5;0.06231261551236861;10
2021-01-01;US ORD;US9029733048;70216145786.0;55.57;B-;Financials;SP100;2021-01-04;2021-12-31;True;Bottom;6;0.0;10
2021-01-01;COMCAST ORD;US20030N1019;225000000000.0;57.31;B-;Technology;SP100;2021-01-04;2021-12-31;True;Bottom;7;0.12751995393992807;10
2021-01-01;SALESFORCE.COM ORD;US79466L3024;204000000000.0;60.87;B;Technology;SP100;2021-01-04;2021-12-31;True;Bottom;8;6.29978375963869e-17;10
2021-01-01;VISA INCORPORATION ORD;US92826C8394;511000000000.0;61.15;B;Industrials;SP100;2021-01-04;2021-12-31;True;Bottom;9;0.0168055617619787;10
2021-01-01;MORGAN STANLEY ORD;US6174464486;124000000000.0;61.28;B;Financials;SP100;2021-01-04;2021-12-31;True;Bottom;10;1.5035383396772306e-17;10
2021-01-01;3M ORD;US88579Y1010;84295335461.0;93.14;A+;Consumer Non-Cyclicals;SP100;2021-01-04;2021-12-31;True;Top;1;0.2951426154237985;10
2021-01-01;MICROSOFT-T ORD;US5949181045;1680000000000.0;92.84;A+;Technology;SP100;2021-01-04;2021-12-31;True;Top;2;0.47372496321127444;10
2021-01-01;WALGREENS BOOTS ALLIANCE INC;US9314271084;34457980404.0;90.4;A;Consumer Non-Cyclicals;SP100;2021-01-04;2021-12-31;True;Top;3;5.98352736699745e-17;10
2021-01-01;ALTRIA GROUP ORD;US02209S1033;76195185765.0;89.84;A;Consumer Non-Cyclicals;SP100;2021-01-04;2021-12-31;True;Top;4;0.23113242136492712;10
2021-01-01;PHILLIP MORRIS ORD;US7181721090;129000000000.0;89.17;A;Consumer Non-Cyclicals;SP100;2021-01-04;2021-12-31;True;Top;5;0.0;10
2021-01-01;INTEL-T ORD;US4581401001;204000000000.0;88.68;A;Technology;SP100;2021-01-04;2021-12-31;True;Top;6;6.24232700472277e-17;10
2021-01-01;CITIGROUP ORD;US1729674242;128000000000.0;88.35;A;Financials;SP100;2021-01-04;2021-12-31;True;Top;7;0.0;10
2021-01-01;CISCO-T ORD;US17275R1023;189000000000.0;87.93;A;Technology;SP100;2021-01-04;2021-12-31;True;Top;8;0.0;10
2021-01-01;PEPSICO U ORD;US7134481081;205000000000.0;87.49;A;Consumer Non-Cyclicals;SP100;2021-01-04;2021-12-31;True;Top;9;0.0;10
2021-01-01;KINDER MORGAN ORD;US49456B1017;30946062927.0;87.32;A;Energy;SP100;2021-01-04;2021-12-31;True;Top;10;1.9864063425394183e-17;10
2022-01-01;BERKSHIRE HATHWAY CL B ORD;US0846707026;669000000000.0;25.93;C-;Consumer Non-Cyclicals;SP100;2022-01-03;2022-12-30;True;Bottom;1;1.867538242106281e-17;10
2022-01-01;NETFLIX ORD;US64110L1061;267000000000.0;28.68;C-;Technology;SP100;2022-01-03;2022-12-30;True;Bottom;2;0.0;10
2022-01-01;CHARTER COMMUNICATIONS INC(NEW);US16119P1084;113000000000.0;35.82;C;Technology;SP100;2022-01-03;2022-12-30;True;Bottom;3;0.0;10
2022-01-01;ORACLE SYS ORD;US68389X1054;238000000000.0;53.59;B-;Technology;SP100;2022-01-03;2022-12-30;True;Bottom;4;0.10222922928579484;10
2022-01-01;US ORD;US9029733048;83288745629.0;55.55;B-;Financials;SP100;2022-01-03;2022-12-30;True;Bottom;5;0.03519984396761361;10
2022-01-01;AMERICAN INTERNATIONAL GROUP ORD;US0268747849;47210721991.0;57.34;B-;Financials;SP100;2022-01-03;2022-12-30;True;Bottom;6;3.076423664427618e-18;10
2022-01-01;BOOKING HOLDINGS ORD;US09857L1089;98520745117.0;58.27;B-;Consumer Cyclicals;SP100;2022-01-03;2022-12-30;True;Bottom;7;0.05232000700741976;10
2022-01-01;EXELON ORD;US30161N1019;40293730114.0;58.3;B-;Utilities;SP100;2022-01-03;2022-12-30;True;Bottom;8;0.44823783032566505;10
2022-01-01;T-MOBILE US INC;US8725901040;145000000000.0;58.6;B;Technology;SP100;2022-01-03;2022-12-30;True;Bottom;9;0.12890096415060487;10
2022-01-01;VISA INCORPORATION ORD;US92826C8394;456000000000.0;58.79;B;Industrials;SP100;2022-01-03;2022-12-30;True;Bottom;10;0.2331121252629018;10
2022-01-01;MICROSOFT-T ORD;US5949181045;2530000000000.0;93.23;A+;Technology;SP100;2022-01-03;2022-12-30;True;Top;1;0.7384928238300907;10
2022-01-01;COLGATE-PALMOLIVE CO ORD;US1941621039;71928707290.0;90.55;A;Consumer Non-Cyclicals;SP100;2022-01-03;2022-12-30;True;Top;2;0.22358003709470137;10
2022-01-01;DOW INC ORD;US2605571031;41950929449.0;89.95;A;Basic Materials;SP100;2022-01-03;2022-12-30;True;Top;3;4.278172526776535e-18;10
2022-01-01;JOHNSON&JOHNSON ORD;US4781601046;450000000000.0;89.92;A;Healthcare;SP100;2022-01-03;2022-12-30;True;Top;4;0.0379271390752078;10
2022-01-01;PEPSICO U ORD;US7134481081;240000000000.0;89.44;A;Consumer Non-Cyclicals;SP100;2022-01-03;2022-12-30;True;Top;5;0.0;10
2022-01-01;3M ORD;US88579Y1010;84925916772.0;89.41;A;Consumer Non-Cyclicals;SP100;2022-01-03;2022-12-30;True;Top;6;0.0;10
2022-01-01;WALGREENS BOOTS ALLIANCE INC;US9314271084;45028268928.0;88.35;A;Consumer Non-Cyclicals;SP100;2022-01-03;2022-12-30;True;Top;7;1.3199653139239274e-18;10
2022-01-01;INTEL-T ORD;US4581401001;209000000000.0;88.01;A;Technology;SP100;2022-01-03;2022-12-30;True;Top;8;0.0;10
2022-01-01;CISCO-T ORD;US17275R1023;267000000000.0;87.67;A;Technology;SP100;2022-01-03;2022-12-30;True;Top;9;0.0;10
2022-01-01;THE GOLDMAN SACHS GROUP ORD;US38141G1040;128000000000.0;87.61;A;Financials;SP100;2022-01-03;2022-12-30;True;Top;10;0.0;10
2023-01-01;BERKSHIRE HATHWAY CL B ORD;US0846707026;682000000000.0;25.41;C-;Consumer Non-Cyclicals;SP100;2023-01-02;2023-12-29;True;Bottom;1;8.192502665843593e-18;10
2023-01-01;NETFLIX ORD;US64110L1061;131000000000.0;28.12;C-;Technology;SP100;2023-01-02;2023-12-29;True;Bottom;2;7.023597198632658e-18;10
2023-01-01;CHARTER COMMUNICATIONS INC(NEW);US16119P1084;52788470487.0;36.34;C;Technology;SP100;2023-01-02;2023-12-29;True;Bottom;3;0.0;10
