Date;Name;ISIN;MarketCap;ESGScore;ESGGrade;EconomicSector;Index;RebalanceDate;HoldingPeriodEnd;Eligible;PortfolioSide;ESGRankWithinSide;Weight_RP;RP_NumAssets
2024-01-01;PORSCHE SE VZ PRF;DE000PAH0038;14185500000.0;15.0518;D;Consumer Cyclicals;DAX;2024-01-02;2024-12-31;True;Bottom;1;0.08279352887241666;10
2024-01-01;RWE ST A ORD;DE0007037129;30631381316.0;62.529;B;Utilities;DAX;2024-01-02;2024-12-31;True;Bottom;2;0.12271495952334213;10
2024-01-01;E.ON ORD;DE000ENAG999;32092023420.0;64.0587;B;Utilities;DAX;2024-01-02;2024-12-31;True;Bottom;3;0.13082864167450287;10
2024-01-01;BEIERSDORF ORD;DE0005200000;34196400000.0;65.1492;B;Consumer Non-Cyclicals;DAX;2024-01-02;2024-12-31;True;Bottom;4;0.1806811968280625;10
2024-01-01;BRENNTAG ORD;DE000A1DAHH0;12271108315.0;68.1276;B+;Basic Materials;DAX;2024-01-02;2024-12-31;True;Bottom;5;0.09091673636204506;10
2024-01-01;DEUTSCHE BOERSE AG ORD;DE0005810055;35435000000.0;69.2581;B+;Financials;DAX;2024-01-02;2024-12-31;True;Bottom;6;0.12816573727591174;10
2024-01-01;ZALANDO ORD SHS;DE000ZAL1111;5657909893.0;73.7569;B+;Technology;DAX;2024-01-02;2024-12-31;True;Bottom;7;0.042299213881568695;10
2024-01-01;FRESENIUS SE ORD;DE0005785604;15810070365.0;73.8769;B+;Healthcare;DAX;2024-01-02;2024-12-31;True;Bottom;8;0.07594772787054753;10
2024-01-01;CONTINENTAL ORD;DE0005439004;11695389657.0;74.1118;B+;Consumer Cyclicals;DAX;2024-01-02;2024-12-31;True;Bottom;9;0.063013185058395;10
2024-01-01;DEUTSCHE POST ORD;DE0005552004;55578009791.0;74.6038;B+;Industrials;DAX;2024-01-02;2024-12-31;True;Bottom;10;0.08263907265320775;10
2024-01-01;BAYER AG;DE000BAY0017;33038921878.0;91.6657;A;Healthcare;DAX;2024-01-02;2024-12-31;True;Top;1;0.09878174612747416;10
2024-01-01;BMW AG;DE0005190003;63731698020.0;90.4872;A;Consumer Cyclicals;DAX;2024-01-02;2024-12-31;True;Top;2;0.09586912851535999;10
2024-01-01;ADIDAS ORD;DE000A1EWWW0;33148800000.0;90.1395;A;Consumer Cyclicals;DAX;2024-01-02;2024-12-31;True;Top;3;0.06726229959154972;10
2024-01-01;MERCEDES-BENZ GROUP AG ORD;DE0007100000;66918332310.0;89.7238;A;Consumer Cyclicals;DAX;2024-01-02;2024-12-31;True;Top;4;0.09504154995524357;10
2024-01-01;BASF SE ORD;DE000BASF111;43537231160.0;88.9027;A;Basic Materials;DAX;2024-01-02;2024-12-31;True;Top;5;0.08126869613684869;10
2024-01-01;SAP SE ORD;DE0007164600;171000000000.0;88.3434;A;Technology;DAX;2024-01-02;2024-12-31;True;Top;6;0.13119210974456116;10
2024-01-01;ALLIANZ SE ORD;DE0008404005;94776407937.0;87.434;A;Financials;DAX;2024-01-02;2024-12-31;True;Top;7;0.11712632081695029;10
2024-01-01;MUNICH RE ORD;DE0008430026;51189203065.0;86.131;A;Financials;DAX;2024-01-02;2024-12-31;True;Top;8;0.1622303129813346;10
2024-01-01;VONOVIA SE;DE000A1ML7J1;23249968243.0;85.0192;A;Real Estate;DAX;2024-01-02;2024-12-31;True;Top;9;0.06512343125996302;10
2024-01-01;SIEMENS ORD;DE0007236101;136000000000.0;84.6431;A;Industrials;DAX;2024-01-02;2024-12-31;True;Top;10;0.08610440487071475;10
2016-01-01;BERKSHIRE HATHWAY CL B ORD;US0846707026;325000000000.0;10.98;D;Consumer Non-Cyclicals;SP100;2016-01-04;2016-12-30;True;Bottom;1;0.14205574012955888;9
2016-01-01;THE PRICELINE GROUP INC;US09857L1089;63471961631.0;16.59;D;Consumer Cyclicals;SP100;2016-01-04;2016-12-30;True;Bottom;2;0.11251294085549424;9
2016-01-01;UNITEDHEALTH GRP ORD;US91324P1021;112000000000.0;24.64;D+;Healthcare;SP100;2016-01-04;2016-12-30;True;Bottom;3;0.11428911233868905;9
2016-01-01;KINDER MORGAN ORD;US49456B1017;33294199249.0;34.46;C;Energy;SP100;2016-01-04;2016-12-30;True;Bottom;5;0.1031163279352565;9
2016-01-01;FACEBOOK CL A ORD;US30303M1027;296000000000.0;35.68;C;Technology;SP100;2016-01-04;2016-12-30;True;Bottom;6;0.11372374489515803;9
2016-01-01;US ORD;US9029733048;74637385236.0;39.98;C;Financials;SP100;2016-01-04;2016-12-30;True;Bottom;7;0.1215178985938796;9
2016-01-01;DEVON ENERGY ORD;US25179M1036;12878661984.0;41.26;C;Energy;SP100;2016-01-04;2016-12-30;True;Bottom;8;0.07329232903637192;9
2016-01-01;TWENTY-FIRST CENTURY FOX INC CLASS A;US90130A3095;53541348295.0;41.83;C+;Consumer Cyclicals;SP100;2016-01-04;2016-12-30;True;Bottom;9;0.10974595310944463;9
2016-01-01;TWENTY-FIRST CENTURY FOX INC CLASS B;US90130A4085;53541348295.0;41.83;C+;Consumer Cyclicals;SP100;2016-01-04;2016-12-30;True;Bottom;10;0.10974595310614718;9
2016-01-01;MICROSOFT-T ORD;US5949181045;443000000000.0;92.39;A+;Technology;SP100;2016-01-04;2016-12-30;True;Top;1;0.07957491535956214;10
2016-01-01;INTEL-T ORD;US4581401001;163000000000.0;91.39;A;Technology;SP100;2016-01-04;2016-12-30;True;Top;2;0.0904342251049827;10
2016-01-01;JOHNSON&JOHNSON ORD;US4781601046;284000000000.0;89.87;A;Healthcare;SP100;2016-01-04;2016-12-30;True;Top;3;0.1257631663627878;10
2016-01-01;CVS HEALTH CORP;US1266501006;108000000000.0;87.61;A;Healthcare;SP100;2016-01-04;2016-12-30;True;Top;4;0.11399302360093319;10
2016-01-01;3M ORD;US88579Y1010;77546789674.0;86.51;A;Consumer Non-Cyclicals;SP100;2016-01-04;2016-12-30;True;Top;5;0.11128839976715216;10
2016-01-01;TEXAS INSTRUMENTS ORD;US8825081040;55599925612.0;84.79;A;Technology;SP100;2016-01-04;2016-12-30;True;Top;6;0.07685557675977203;10
2016-01-01;EXXON ORD;US30231G1022;325000000000.0;83.54;A;Energy;SP100;2016-01-04;2016-12-30;True;Top;7;0.09840374939932302;10
2016-01-01;GENERAL ELECTRIC ORD;US3696043013;188000000000.0;82.72;A-;Industrials;SP100;2016-01-04;2016-12-30;True;Top;8;0.09942694374461265;10
2016-01-01;CISCO-T ORD;US17275R1023;138000000000.0;82.48;A-;Technology;SP100;2016-01-04;2016-12-30;True;Top;9;0.0903850234134063;10
2016-01-01;ALLSTATE ORD;US0200021014;24047840468.0;82.38;A-;Financials;SP100;2016-01-04;2016-12-30;True;Top;10;0.11387497648746818;10
2017-01-01;BERKSHIRE HATHWAY CL B ORD;US0846707026;401000000000.0;16.47;D;Consumer Non-Cyclicals;SP100;2017-01-02;2017-12-29;True;Bottom;1;0.14422692989261066;10
2017-01-01;THE PRICELINE GROUP INC;US09857L1089;72342742428.0;18.91;D+;Consumer Cyclicals;SP100;2017-01-02;2017-12-29;True;Bottom;2;0.07293797244467844;10
2017-01-01;THE KRAFT HEINZ COMPANY;US5007541064;106000000000.0;25.71;C-;Consumer Non-Cyclicals;SP100;2017-01-02;2017-12-29;True;Bottom;3;0.13021242061665186;10
2017-01-01;FACEBOOK CL A ORD;US30303M1027;332000000000.0;35.16;C;Technology;SP100;2017-01-02;2017-12-29;True;Bottom;4;0.09337639077665587;10
2017-01-01;KINDER MORGAN ORD;US49456B1017;46232264115.0;40.57;C;Energy;SP100;2017-01-02;2017-12-29;True;Bottom;5;0.058654772497020655;10
2017-01-01;TWENTY-FIRST CENTURY FOX INC CLASS A;US90130A3095;51096099881.0;40.8;C;Consumer Cyclicals;SP100;2017-01-02;2017-12-29;True;Bottom;6;0.08656724211031025;10
2017-01-01;TWENTY-FIRST CENTURY FOX INC CLASS B;US90130A4085;51096099881.0;40.8;C;Consumer Cyclicals;SP100;2017-01-02;2017-12-29;True;Bottom;7;0.0865672421044254;10
2017-01-01;PAYPAL HOLDINGS ORD SHS WHEN ISSUED;US70450Y1038;47626314305.0;40.94;C;Industrials;SP100;2017-01-02;2017-12-29;True;Bottom;8;0.08386645525045539;10
2017-01-01;UNITEDHEALTH GRP ORD;US91324P1021;152000000000.0;41.29;C;Healthcare;SP100;2017-01-02;2017-12-29;True;Bottom;9;0.13557765360575402;10
2017-01-01;US ORD;US9029733048;87312375384.0;42.61;C+;Financials;SP100;2017-01-02;2017-12-29;True;Bottom;10;0.1080129207014375;10
2017-01-01;MICROSOFT-T ORD;US5949181045;483000000000.0;92.84;A+;Technology;SP100;2017-01-02;2017-12-29;True;Top;1;0.07340054755263235;10
2017-01-01;JOHNSON&JOHNSON ORD;US4781601046;313000000000.0;91.06;A;Healthcare;SP100;2017-01-02;2017-12-29;True;Top;2;0.1470977694639177;10
2017-01-01;INTEL-T ORD;US4581401001;172000000000.0;90.42;A;Technology;SP100;2017-01-02;2017-12-29;True;Top;3;0.07143850506055945;10
2017-01-01;3M ORD;US88579Y1010;89797678409.0;88.13;A;Consumer Non-Cyclicals;SP100;2017-01-02;2017-12-29;True;Top;4;0.11571571908467644;10
2017-01-01;TEXAS INSTRUMENTS ORD;US8825081040;72932473572.0;86.97;A;Technology;SP100;2017-01-02;2017-12-29;True;Top;5;0.07951830055483314;10
2017-01-01;ACCENTURE PLC-A ORD;IE00B4BNMY34;76126457854.0;86.85;A;Technology;SP100;2017-01-02;2017-12-29;True;Top;6;0.08193257746580528;10
2017-01-01;CISCO-T ORD;US17275R1023;152000000000.0;85.06;A;Technology;SP100;2017-01-02;2017-12-29;True;Top;7;0.08017287840914233;10
2017-01-01;TARGET ORD;US87612E1064;40571263365.0;84.45;A;Consumer Cyclicals;SP100;2017-01-02;2017-12-29;True;Top;8;0.10921066142409122;10
2017-01-01;GENERAL ELECTRIC ORD;US3696043013;167000000000.0;83.52;A;Industrials;SP100;2017-01-02;2017-12-29;True;Top;9;0.09621352331129698;10
2017-01-01;ALTRIA GROUP ORD;US02209S1033;132000000000.0;83.28;A-;Consumer Non-Cyclicals;SP100;2017-01-02;2017-12-29;True;Top;10;0.14529951767304522;10
2018-01-01;CHARTER COMMUNICATIONS INC(NEW);US16119P1084;93033120318.0;15.31;D;Technology;SP100;2018-01-02;2018-12-31;True;Bottom;1;0.06954097826719251;10
2018-01-01;THE PRICELINE GROUP INC;US09857L1089;84748790866.0;26.92;C-;Consumer Cyclicals;SP100;2018-01-02;2018-12-31;True;Bottom;2;0.09268039069870046;10
2018-01-01;BERKSHIRE HATHWAY CL B ORD;US0846707026;489000000000.0;40.51;C;Consumer Non-Cyclicals;SP100;2018-01-02;2018-12-31;True;Bottom;3;0.15016930754958052;10
2018-01-01;ORACLE SYS ORD;US68389X1054;196000000000.0;46.3;C+;Technology;SP100;2018-01-02;2018-12-31;True;Bottom;4;0.1292561431056399;10
2018-01-01;CELGENE ORD;US1510201049;82164394919.0;50.71;B-;Healthcare;SP100;2018-01-02;2018-12-31;True;Bottom;5;0.07441626905653723;10
2018-01-01;US ORD;US9029733048;88915536674.0;51.04;B-;Financials;SP100;2018-01-02;2018-12-31;True;Bottom;6;0.11355239340033224;10
2018-01-01;THE KRAFT HEINZ COMPANY;US5007541064;94748058927.0;51.37;B-;Consumer Non-Cyclicals;SP100;2018-01-02;2018-12-31;True;Bottom;7;0.136325634788928;10
2018-01-01;TWENTY-FIRST CENTURY FOX INC CLASS A;US90130A3095;63640460058.0;51.98;B-;Consumer Cyclicals;SP100;2018-01-02;2018-12-31;True;Bottom;8;0.061733607603571605;10
2018-01-01;TWENTY-FIRST CENTURY FOX INC CLASS B;US90130A4085;63640460058.0;51.98;B-;Consumer Cyclicals;SP100;2018-01-02;2018-12-31;True;Bottom;9;0.06173360759978577;10
2018-01-01;FACEBOOK CL A ORD;US30303M1027;513000000000.0;53.01;B-;Technology;SP100;2018-01-02;2018-12-31;True;Bottom;10;0.11059166792973185;10
2018-01-01;MICROSOFT-T ORD;US5949181045;660000000000.0;91.29;A;Technology;SP100;2018-01-02;2018-12-31;True;Top;1;0.10877876191672721;10
2018-01-01;INTEL-T ORD;US4581401001;216000000000.0;89.25;A;Technology;SP100;2018-01-02;2018-12-31;True;Top;2;0.08733163152010395;10
2018-01-01;3M ORD;US88579Y1010;117000000000.0;88.78;A;Consumer Non-Cyclicals;SP100;2018-01-02;2018-12-31;True;Top;3;0.1194436948534733;10
2018-01-01;CHEVRON TEXACO ORD;US1667641005;238000000000.0;88.1;A;Energy;SP100;2018-01-02;2018-12-31;True;Top;4;0.11858509784212845;10
2018-01-01;CITIGROUP ORD;US1729674242;197000000000.0;88.09;A;Financials;SP100;2018-01-02;2018-12-31;True;Top;5;0.07824429982619291;10
2018-01-01;COLGATE-PALMOLIVE CO ORD;US1941621039;66253039075.0;87.65;A;Consumer Non-Cyclicals;SP100;2018-01-02;2018-12-31;True;Top;6;0.11750530041770024;10
2018-01-01;JOHNSON&JOHNSON ORD;US4781601046;375000000000.0;87.29;A;Healthcare;SP100;2018-01-02;2018-12-31;True;Top;7;0.13902675138046247;10
2018-01-01;TARGET ORD;US87612E1064;35468115347.0;87.22;A;Consumer Cyclicals;SP100;2018-01-02;2018-12-31;True;Top;8;0.06083797568375614;10
2018-01-01;ALTRIA GROUP ORD;US02209S1033;136000000000.0;86.3;A;Consumer Non-Cyclicals;SP100;2018-01-02;2018-12-31;True;Top;9;0.1044309757109504;10
2018-01-01;GENERAL MOTORS ORD;US37045V1008;58222505884.0;84.94;A;Consumer Cyclicals;SP100;2018-01-02;2018-12-31;True;Top;10;0.06581551084850495;10
2019-01-01;CHARTER COMMUNICATIONS INC(NEW);US16119P1084;64219074381.0;20.36;D+;Technology;SP100;2019-01-02;2019-12-31;True;Bottom;1;0.09291193888587435;10
2019-01-01;NETFLIX ORD;US64110L1061;117000000000.0;20.91;D+;Technology;SP100;2019-01-02;2019-12-31;True;Bottom;2;0.05684167774813727;10
2019-01-01;BERKSHIRE HATHWAY CL B ORD;US0846707026;503000000000.0;33.78;C;Consumer Non-Cyclicals;SP100;2019-01-02;2019-12-31;True;Bottom;3;0.1029436602632852;10
2019-01-01;FACEBOOK CL A ORD;US30303M1027;377000000000.0;42.78;C+;Technology;SP100;2019-01-02;2019-12-31;True;Bottom;4;0.08282911985107298;10
2019-01-01;BOOKING HOLDINGS ORD;US09857L1089;79799005518.0;43.82;C+;Consumer Cyclicals;SP100;2019-01-02;2019-12-31;True;Bottom;5;0.10840385159916734;10
2019-01-01;THE KRAFT HEINZ COMPANY;US5007541064;52484474308.0;47.3;C+;Consumer Non-Cyclicals;SP100;2019-01-02;2019-12-31;True;Bottom;6;0.12460272539860033;10
2019-01-01;US ORD;US9029733048;73855445987.0;52.43;B-;Financials;SP100;2019-01-02;2019-12-31;True;Bottom;7;0.13151137472872398;10
2019-01-01;METLIFE ORD;US59156R1086;40519578627.0;54.96;B-;Financials;SP100;2019-01-02;2019-12-31;True;Bottom;8;0.09780331620756752;10
2019-01-01;ORACLE SYS ORD;US68389X1054;162000000000.0;55.39;B-;Technology;SP100;2019-01-02;2019-12-31;True;Bottom;9;0.10492886532425494;10
2019-01-01;COMCAST ORD;US20030N1019;144000000000.0;55.87;B-;Technology;SP100;2019-01-02;2019-12-31;True;Bottom;10;0.09722346999331616;10
2019-01-01;MICROSOFT-T ORD;US5949181045;780000000000.0;90.66;A;Technology;SP100;2019-01-02;2019-12-31;True;Top;1;0.0783970782097781;10
2019-01-01;GENERAL MOTORS ORD;US37045V1008;47211451524.0;88.99;A;Consumer Cyclicals;SP100;2019-01-02;2019-12-31;True;Top;2;0.09114349828008461;10
2019-01-01;COLGATE-PALMOLIVE CO ORD;US1941621039;51622881579.0;88.64;A;Consumer Non-Cyclicals;SP100;2019-01-02;2019-12-31;True;Top;3;0.1505596989683393;10
2019-01-01;ALTRIA GROUP ORD;US02209S1033;92559704617.0;88.44;A;Consumer Non-Cyclicals;SP100;2019-01-02;2019-12-31;True;Top;4;0.1199085863813116;10
2019-01-01;CITIGROUP ORD;US1729674242;127000000000.0;88.07;A;Financials;SP100;2019-01-02;2019-12-31;True;Top;5;0.09964046219931393;10
2019-01-01;3M ORD;US88579Y1010;91851728615.0;87.71;A;Consumer Non-Cyclicals;SP100;2019-01-02;2019-12-31;True;Top;6;0.09103587608801163;10
2019-01-01;TARGET ORD;US87612E1064;34487982822.0;87.71;A;Consumer Cyclicals;SP100;2019-01-02;2019-12-31;True;Top;7;0.10352201091891239;10
2019-01-01;INTEL-T ORD;US4581401001;214000000000.0;87.39;A;Technology;SP100;2019-01-02;2019-12-31;True;Top;8;0.07430652372962411;10
2019-01-01;PHILLIP MORRIS ORD;US7181721090;104000000000.0;87.01;A;Consumer Non-Cyclicals;SP100;2019-01-02;2019-12-31;True;Top;9;0.10936732355589715;10
2019-01-01;CISCO-T ORD;US17275R1023;195000000000.0;86.67;A;Technology;SP100;2019-01-02;2019-12-31;True;Top;10;0.0821189416687271;10
2020-01-01;CHARTER COMMUNICATIONS INC(NEW);US16119P1084;102000000000.0;19.14;D+;Technology;SP100;2020-01-02;2020-12-31;True;Bottom;1;0.11567395794034122;10
2020-01-01;NETFLIX ORD;US64110L1061;142000000000.0;21.4;D+;Technology;SP100;2020-01-02;2020-12-31;True;Bottom;2;0.07094021417112584;10
2020-01-01;BERKSHIRE HATHWAY CL B ORD;US0846707026;554000000000.0;27.68;C-;Consumer Non-Cyclicals;SP100;2020-01-02;2020-12-31;True;Bottom;3;0.12444962006716498;10
2020-01-01;FACEBOOK CL A ORD;US30303M1027;585000000000.0;48.56;C+;Technology;SP100;2020-01-02;2020-12-31;True;Bottom;4;0.08111761954517839;10
2020-01-01;BOOKING HOLDINGS ORD;US09857L1089;85060158956.0;48.61;C+;Consumer Cyclicals;SP100;2020-01-02;2020-12-31;True;Bottom;5;0.09259913359923834;10
2020-01-01;US ORD;US9029733048;92602629834.0;51.51;B-;Financials;SP100;2020-01-02;2020-12-31;True;Bottom;6;0.1182358530775429;10
2020-01-01;ORACLE SYS ORD;US68389X1054;170000000000.0;52.73;B-;Technology;SP100;2020-01-02;2020-12-31;True;Bottom;7;0.10111014940575676;10
2020-01-01;GENERAL DYNAMICS ORD;US3695501086;51019132146.0;54.14;B-;Industrials;SP100;2020-01-02;2020-12-31;True;Bottom;8;0.11469468794684343;10
2020-01-01;THE KRAFT HEINZ COMPANY;US5007541064;39235891556.0;54.62;B-;Consumer Non-Cyclicals;SP100;2020-01-02;2020-12-31;True;Bottom;9;0.09035282582652711;10
2020-01-01;METLIFE ORD;US59156R1086;46873605169.0;55.97;B-;Financials;SP100;2020-01-02;2020-12-31;True;Bottom;10;0.09082593842028092;10
2020-01-01;MICROSOFT-T ORD;US5949181045;1200000000000.0;93.14;A+;Technology;SP100;2020-01-02;2020-12-31;True;Top;1;0.1099609619926586;10
2020-01-01;TEXAS INSTRUMENTS ORD;US8825081040;120000000000.0;90.39;A;Technology;SP100;2020-01-02;2020-12-31;True;Top;2;0.08363766946621505;10
2020-01-01;3M ORD;US88579Y1010;84839965628.0;89.58;A;Consumer Non-Cyclicals;SP100;2020-01-02;2020-12-31;True;Top;3;0.09255491738933522;10
2020-01-01;ALTRIA GROUP ORD;US02209S1033;93238194114.0;88.78;A;Consumer Non-Cyclicals;SP100;2020-01-02;2020-12-31;True;Top;4;0.12469869382069763;10
2020-01-01;PHILLIP MORRIS ORD;US7181721090;132000000000.0;88.66;A;Consumer Non-Cyclicals;SP100;2020-01-02;2020-12-31;True;Top;5;0.12883579199762474;10
2020-01-01;INTEL-T ORD;US4581401001;260000000000.0;88.15;A;Technology;SP100;2020-01-02;2020-12-31;True;Top;6;0.08658850863859595;10
2020-01-01;CITIGROUP ORD;US1729674242;174000000000.0;87.87;A;Financials;SP100;2020-01-02;2020-12-31;True;Top;7;0.08375096226009708;10
2020-01-01;CISCO-T ORD;US17275R1023;203000000000.0;87.47;A;Technology;SP100;2020-01-02;2020-12-31;True;Top;8;0.09195209357734595;10
2020-01-01;AMAZON.COM INC ORD;US0231351067;916000000000.0;87.1;A;Consumer Cyclicals;SP100;2020-01-02;2020-12-31;True;Top;9;0.09983736884098643;10
2020-01-01;BK OF AMERICA CO ORD;US0605051046;317000000000.0;86.12;A;Financials;SP100;2020-01-02;2020-12-31;True;Top;10;0.09818303201644349;10
2021-01-01;CHARTER COMMUNICATIONS INC(NEW);US16119P1084;128000000000.0;23.75;D+;Technology;SP100;2021-01-04;2021-12-31;True;Bottom;1;0.13378767587066823;10
2021-01-01;BERKSHIRE HATHWAY CL B ORD;US0846707026;544000000000.0;25.2;C-;Consumer Non-Cyclicals;SP100;2021-01-04;2021-12-31;True;Bottom;2;0.11221048162454429;10
2021-01-01;NETFLIX ORD;US64110L1061;239000000000.0;33.1;C-;Technology;SP100;2021-01-04;2021-12-31;True;Bottom;3;0.1318082964185575;10
2021-01-01;BOOKING HOLDINGS ORD;US09857L1089;91217646850.0;46.71;C+;Consumer Cyclicals;SP100;2021-01-04;2021-12-31;True;Bottom;4;0.08651169759948685;10
2021-01-01;ORACLE SYS ORD;US68389X1054;190000000000.0;52.05;B-;Technology;SP100;2021-01-04;2021-12-31;True;Bottom;5;0.10385432263712556;10
2021-01-01;US ORD;US9029733048;70216145786.0;55.57;B-;Financials;SP100;2021-01-04;2021-12-31;True;Bottom;6;0.07461576237448159;10
2021-01-01;COMCAST ORD;US20030N1019;225000000000.0;57.31;B-;Technology;SP100;2021-01-04;2021-12-31;True;Bottom;7;0.10607906713653026;10
2021-01-01;SALESFORCE.COM ORD;US79466L3024;204000000000.0;60.87;B;Technology;SP100;2021-01-04;2021-12-31;True;Bottom;8;0.08908578746159941;10
2021-01-01;VISA INCORPORATION ORD;US92826C8394;511000000000.0;61.15;B;Industrials;SP100;2021-01-04;2021-12-31;True;Bottom;9;0.09252501314962808;10
2021-01-01;MORGAN STANLEY ORD;US6174464486;124000000000.0;61.28;B;Financials;SP100;2021-01-04;2021-12-31;True;Bottom;10;0.0695218957273782;10
2021-01-01;3M ORD;US88579Y1010;84295335461.0;93.14;A+;Consumer Non-Cyclicals;SP100;2021-01-04;2021-12-31;True;Top;1;0.11565288656248116;10
2021-01-01;MICROSOFT-T ORD;US5949181045;1680000000000.0;92.84;A+;Technology;SP100;2021-01-04;2021-12-31;True;Top;2;0.10128140587000403;10
2021-01-01;WALGREENS BOOTS ALLIANCE INC;US9314271084;34457980404.0;90.4;A;Consumer Non-Cyclicals;SP100;2021-01-04;2021-12-31;True;Top;3;0.10278076132366766;10
2021-01-01;ALTRIA GROUP ORD;US02209S1033;76195185765.0;89.84;A;Consumer Non-Cyclicals;SP100;2021-01-04;2021-12-31;True;Top;4;0.12248274511607044;10
2021-01-01;PHILLIP MORRIS ORD;US7181721090;129000000000.0;89.17;A;Consumer Non-Cyclicals;SP100;2021-01-04;2021-12-31;True;Top;5;0.10552024389641541;10
2021-01-01;INTEL-T ORD;US4581401001;204000000000.0;88.68;A;Technology;SP100;2021-01-04;2021-12-31;True;Top;6;0.08588857619385423;10
2021-01-01;CITIGROUP ORD;US1729674242;128000000000.0;88.35;A;Financials;SP100;2021-01-04;2021-12-31;True;Top;7;0.06276418691423274;10
2021-01-01;CISCO-T ORD;US17275R1023;189000000000.0;87.93;A;Technology;SP100;2021-01-04;2021-12-31;True;Top;8;0.09972933688446525;10
2021-01-01;PEPSICO U ORD;US7134481081;205000000000.0;87.49;A;Consumer Non-Cyclicals;SP100;2021-01-04;2021-12-31;True;Top;9;0.11514370752401366;10
2021-01-01;KINDER MORGAN ORD;US49456B1017;30946062927.0;87.32;A;Energy;SP100;2021-01-04;2021-12-31;True;Top;10;0.0887561497147954;10
2022-01-01;BERKSHIRE HATHWAY CL B ORD;US0846707026;669000000000.0;25.93;C-;Consumer Non-Cyclicals;SP100;2022-01-03;2022-12-30;True;Bottom;1;0.1244587278205376;10
2022-01-01;NETFLIX ORD;US64110L1061;267000000000.0;28.68;C-;Technology;SP100;2022-01-03;2022-12-30;True;Bottom;2;0.10900140402154077;10
2022-01-01;CHARTER COMMUNICATIONS INC(NEW);US16119P1084;113000000000.0;35.82;C;Technology;SP100;2022-01-03;2022-12-30;True;Bottom;3;0.11347726022462927;10
2022-01-01;ORACLE SYS ORD;US68389X1054;238000000000.0;53.59;B-;Technology;SP100;2022-01-03;2022-12-30;True;Bottom;4;0.10469215965486785;10
2022-01-01;US ORD;US9029733048;83288745629.0;55.55;B-;Financials;SP100;2022-01-03;2022-12-30;True;Bottom;5;0.08756439531085264;10
2022-01-01;AMERICAN INTERNATIONAL GROUP ORD;US0268747849;47210721991.0;57.34;B-;Financials;SP100;2022-01-03;2022-12-30;True;Bottom;6;0.07484538771797734;10
2022-01-01;BOOKING HOLDINGS ORD;US09857L1089;98520745117.0;58.27;B-;Consumer Cyclicals;SP100;2022-01-03;2022-12-30;True;Bottom;7;0.07036031448898698;10
2022-01-01;EXELON ORD;US30161N1019;40293730114.0;58.3;B-;Utilities;SP100;2022-01-03;2022-12-30;True;Bottom;8;0.12991756602656104;10
2022-01-01;T-MOBILE US INC;US8725901040;145000000000.0;58.6;B;Technology;SP100;2022-01-03;2022-12-30;True;Bottom;9;0.09549697569402889;10
2022-01-01;VISA INCORPORATION ORD;US92826C8394;456000000000.0;58.79;B;Industrials;SP100;2022-01-03;2022-12-30;True;Bottom;10;0.09018580904001762;10
2022-01-01;MICROSOFT-T ORD;US5949181045;2530000000000.0;93.23;A+;Technology;SP100;2022-01-03;2022-12-30;True;Top;1;0.10942994561151773;10
2022-01-01;COLGATE-PALMOLIVE CO ORD;US1941621039;71928707290.0;90.55;A;Consumer Non-Cyclicals;SP100;2022-01-03;2022-12-30;True;Top;2;0.13753204418704934;10
2022-01-01;DOW INC ORD;US2605571031;41950929449.0;89.95;A;Basic Materials;SP100;2022-01-03;2022-12-30;True;Top;3;0.06839487590863472;10
2022-01-01;JOHNSON&JOHNSON ORD;US4781601046;450000000000.0;89.92;A;Healthcare;SP100;2022-01-03;2022-12-30;True;Top;4;0.1334231413005784;10
2022-01-01;PEPSICO U ORD;US7134481081;240000000000.0;89.44;A;Consumer Non-Cyclicals;SP100;2022-01-03;2022-12-30;True;Top;5;0.12950428558892033;10
2022-01-01;3M ORD;US88579Y1010;84925916772.0;89.41;A;Consumer Non-Cyclicals;SP100;2022-01-03;2022-12-30;True;Top;6;0.09570882109162356;10
2022-01-01;WALGREENS BOOTS ALLIANCE INC;US9314271084;45028268928.0;88.35;A;Consumer Non-Cyclicals;SP100;2022-01-03;2022-12-30;True;Top;7;0.08026537525696954;10
2022-01-01;INTEL-T ORD;US4581401001;209000000000.0;88.01;A;Technology;SP100;2022-01-03;2022-12-30;True;Top;8;0.07157760510600736;10
2022-01-01;CISCO-T ORD;US17275R1023;267000000000.0;87.67;A;Technology;SP100;2022-01-03;2022-12-30;True;Top;9;0.08475423000247563;10
2022-01-01;THE GOLDMAN SACHS GROUP ORD;US38141G1040;128000000000.0;87.61;A;Financials;SP100;2022-01-03;2022-12-30;True;Top;10;0.0894096759462235;10
2023-01-01;BERKSHIRE HATHWAY CL B ORD;US0846707026;682000000000.0;25.41;C-;Consumer Non-Cyclicals;SP100;2023-01-02;2023-12-29;True;Bottom;1;0.11119063825291273;10
2023-01-01;NETFLIX ORD;US64110L1061;131000000000.0;28.12;C-;Technology;SP100;2023-01-02;2023-12-29;True;Bottom;2;0.05164831875229118;10
2023-01-01;CHARTER COMMUNICATIONS INC(NEW);US16119P1084;52788470487.0;36.34;C;Technology;SP100;2023-01-02;2023-12-29;True;Bottom;3;0.081299155399459;10
