Date;Constituent Name;ISIN;Market Cap;ESG Score;ESG Grade;Economic Sector
01.01.2020;UNITED PARCEL SERVICE-CL B ORD;US9113121068;1.00E+11;70.92;B+;Industrials
01.01.2020;PEPSICO U ORD;US7134481081;1.91E+11;86.02;A;Consumer Non-Cyclicals
01.01.2020;CATERPILLAR ORD;US1491231015;81236199845;68.4;B+;Industrials
01.01.2020;METLIFE ORD;US59156R1086;46873605169;55.97;B-;Financials
01.01.2020;PFIZER ORD;US7170811035;2.06E+11;74.08;B+;Healthcare
01.01.2020;ACCENTURE PLC-A ORD;IE00B4BNMY34;1.38E+11;83.57;A;Technology
01.01.2020;THERMO FISHER SCIENTIFIC ORD;US8835561023;1.30E+11;71.52;B+;Healthcare
01.01.2020;MICROSOFT-T ORD;US5949181045;1.20E+12;93.14;A+;Technology
01.01.2020;DOW INC ORD;US2605571031;40582229871;79.69;A-;Basic Materials
01.01.2020;3M ORD;US88579Y1010;84839965628;89.58;A;Consumer Non-Cyclicals
01.01.2020;CHARTER COMMUNICATIONS INC(NEW);US16119P1084;1.02E+11;19.14;D+;Technology
01.01.2020;PROCTERGAMBLE ORD;US7427181091;3.08E+11;65.16;B;Consumer Non-Cyclicals
01.01.2020;SIMON PROPERTY GROUP REIT;US8288061091;47733227414;64.62;B;Real Estate
01.01.2020;STARBUCKS-T ORD;US8552441094;1.04E+11;63.08;B;Consumer Cyclicals
01.01.2020;JPMORGAN CHASE ORD;US46625H1005;4.37E+11;79.75;A-;Financials
01.01.2020;MASTERCARD ORD;US57636Q1040;3.01E+11;73.07;B+;Technology
01.01.2020;TEXAS INSTRUMENTS ORD;US8825081040;1.20E+11;90.39;A;Technology
01.01.2020;COMCAST ORD;US20030N1019;1.92E+11;61.56;B;Technology
01.01.2020;WALGREENS BOOTS ALLIANCE INC;US9314271084;52230401351;80.58;A-;Consumer Non-Cyclicals
01.01.2020;COLGATE-PALMOLIVE CO ORD;US1941621039;58998924105;84.73;A;Consumer Non-Cyclicals
01.01.2020;AMERICAN INTERNATIONAL GROUP ORD;US0268747849;44654615936;63.27;B;Financials
01.01.2020;BRISTOL-MYERS SQUIBB ORD;US1101221083;1.50E+11;78.52;A-;Healthcare
01.01.2020;VISA INCORPORATION ORD;US92826C8394;4.05E+11;69.98;B+;Industrials
01.01.2020;FEDEX ORD;US31428X1063;39483815180;81.22;A-;Industrials
01.01.2020;NETFLIX ORD;US64110L1061;1.42E+11;21.4;D+;Technology
01.01.2020;UNITEDHEALTH GRP ORD;US91324P1021;2.79E+11;69.98;B+;Healthcare
01.01.2020;NEXTERA ENERGY ORD;US65339F1012;1.18E+11;71.05;B+;Utilities
01.01.2020;BANK OF NEW YORK MELLON ORD;US0640581007;46414275670;66.31;B;Financials
01.01.2020;ALLSTATE ORD;US0200021014;36428865244;69.1;B+;Financials
01.01.2020;INTEL-T ORD;US4581401001;2.60E+11;88.15;A;Technology
01.01.2020;MEDTRONIC PLC;IE00BTN1Y115;1.52E+11;77.44;A-;Healthcare
01.01.2020;INTL BUSINESS MACHINES CORP ORD;US4592001014;1.13E+11;84.83;A;Technology
01.01.2020;SCHLUMBERGER ORD;AN8068571086;55657516869;71.36;B+;Energy
01.01.2020;ADOBE INC ORD;US00724F1012;1.60E+11;78.62;A-;Technology
01.01.2020;HONEYWELL INTL ORD;US4385161066;1.19E+11;76.41;A-;Consumer Non-Cyclicals
01.01.2020;WALMART INC ORD;US9311421039;3.37E+11;79.44;A-;Consumer Non-Cyclicals
01.01.2020;WELLS FARGO ORD;US9497461015;2.28E+11;81.03;A-;Financials
01.01.2020;COCA-COLA ORD;US1912161007;2.37E+11;66.45;B;Consumer Non-Cyclicals
01.01.2020;ALTRIA GROUP ORD;US02209S1033;93238194114;88.78;A;Consumer Non-Cyclicals
01.01.2020;CITIGROUP ORD;US1729674242;1.74E+11;87.87;A;Financials
01.01.2020;NVIDIA ORD;US67066G1040;1.44E+11;75.24;A-;Technology
01.01.2020;BOOKING HOLDINGS ORD;US09857L1089;85060158956;48.61;C+;Consumer Cyclicals
01.01.2020;BERKSHIRE HATHWAY CL B ORD;US0846707026;5.54E+11;27.68;C-;Consumer Non-Cyclicals
01.01.2020;AMGEN-T ORD;US0311621009;1.43E+11;71.97;B+;Healthcare
01.01.2020;FORD MOTOR ORD;US3453708600;34593853158;80.51;A-;Consumer Cyclicals
01.01.2020;LOWE'S COS INC ORD;US5486611073;91793097497;67.12;B+;Consumer Cyclicals
01.01.2020;MERCK ORD;US58933Y1055;2.21E+11;77.35;A-;Healthcare
01.01.2020;PHILLIP MORRIS ORD;US7181721090;1.32E+11;88.66;A;Consumer Non-Cyclicals
01.01.2020;DUKE ENERGY ORD;US26441C2044;69117375390;65.63;B;Utilities
01.01.2020;US ORD;US9029733048;92602629834;51.51;B-;Financials
01.01.2020;ORACLE SYS ORD;US68389X1054;1.70E+11;52.73;B-;Technology
01.01.2020;MORGAN STANLEY ORD;US6174464486;82742724392;60.92;B;Financials
01.01.2020;ALPHABET INC-CL C ORD;US02079K1079;9.23E+11;70.23;B+;Technology
01.01.2020;RAYTHEON ORD;US7551115071;61192975460;67.96;B+;Industrials
01.01.2020;NIKE INC -CL B ORD;US6541061031;1.58E+11;70.65;B+;Consumer Cyclicals
01.01.2020;AMERICAN EXPRESS ORD;US0258161092;1.02E+11;78.54;A-;Financials
01.01.2020;DANAHER ORD;US2358511028;94598845549;73.74;B+;Healthcare
01.01.2020;PAYPAL HOLDINGS ORD SHS WHEN ISSUED;US70450Y1038;1.27E+11;64.08;B;Industrials
01.01.2020;UTD TECHNOLOG ORD;US75513E1010;76253093646;74.04;B+;Industrials
01.01.2020;AT&T ORD;US00206R1023;2.16E+11;66.82;B+;Technology
01.01.2020;KINDER MORGAN ORD;US49456B1017;47949318301;85.56;A;Energy
01.01.2020;BK OF AMERICA CO ORD;US0605051046;3.17E+11;86.12;A;Financials
01.01.2020;LOCKHEED MARTIN ORD;US5398301094;1.10E+11;79.2;A-;Industrials
01.01.2020;VERIZON COMMUNICATIONS ORD;US92343V1044;2.54E+11;69.49;B+;Technology
01.01.2020;OCCIDENTAL U ORD;US6745991058;36813612939;77.57;A-;Energy
01.01.2020;ABBVIE ORD SHS;US00287Y1091;1.31E+11;75.52;A-;Healthcare
01.01.2020;DUPONT DE NEMOURS INC ORD;US26614N1028;19831634310;67.21;B+;Technology
01.01.2020;GILEAD SCIENCES ORD;US3755581036;82209161868;84.07;A;Healthcare
01.01.2020;EXELON ORD;US30161N1019;31602019762;61.84;B;Utilities
01.01.2020;MCDONALD'S ORD;US5801351017;1.49E+11;70.24;B+;Consumer Cyclicals
01.01.2020;APPLE ORD;US0378331005;1.30E+12;70.35;B+;Technology
01.01.2020;LILLY ORD;US5324571083;1.26E+11;69.98;B+;Healthcare
01.01.2021;EXXON ORD;US30231G1022;1.74E+11;82.97;A-;Energy
01.01.2021;GENERAL DYNAMICS ORD;US3695501086;42707195363;63.29;B;Industrials
01.01.2021;ABBOTT LABS ORD;US0028241000;1.94E+11;80.35;A-;Healthcare
01.01.2021;COSTCO WHOLESALE ORD;US22160K1051;1.63E+11;65.45;B;Consumer Cyclicals
01.01.2021;CHEVRON TEXACO ORD;US1667641005;1.63E+11;83.34;A;Energy
01.01.2021;THE KRAFT HEINZ COMPANY;US5007541064;42376119003;67.59;B+;Consumer Non-Cyclicals
01.01.2021;HOME DEPOT ORD;US4370761029;2.86E+11;71.25;B+;Consumer Cyclicals
01.01.2021;BLACKROCK ORD;US09290D1019;1.10E+11;75.23;A-;Financials
01.01.2021;MONDELEZ INTERNATIONAL INC;US6092071058;83621616753;76.71;A-;Consumer Non-Cyclicals
01.01.2021;JOHNSON&JOHNSON ORD;US4781601046;4.14E+11;85.23;A;Healthcare
01.01.2021;QUALCOMM ORD;US7475251036;1.72E+11;67.8;B+;Technology
01.01.2021;UNION PACIFIC U ORD;US9078181081;1.40E+11;64.27;B;Industrials
01.01.2021;BOEING U ORD;US0970231058;1.25E+11;78.72;A-;Industrials
01.01.2021;CONOCOPHILLIPS ORD;US20825C1045;42710704414;68.8;B+;Energy
01.01.2021;CISCO-T ORD;US17275R1023;1.89E+11;87.93;A;Technology
01.01.2021;ALPHABET INC-CL A ORD;US02079K3059;1.19E+12;77.73;A-;Technology
01.01.2021;WALT DISNEY ORD;US2546871060;3.28E+11;69.39;B+;Consumer Cyclicals
01.01.2021;CAPITAL ONE FINANCIAL ORD;US14040H1059;45202579082;78.43;A-;Financials
01.01.2021;TARGET ORD;US87612E1064;88401482581;81.17;A-;Consumer Cyclicals
01.01.2021;BIOGEN INC;US09062X1037;37679447841;78.05;A-;Healthcare
01.01.2021;FACEBOOK CL A ORD;US30303M1027;7.78E+11;61.86;B;Technology
01.01.2021;GENERAL ELECTRIC ORD;US3696043013;58877993906;85.55;A;Industrials
01.01.2021;GENERAL MOTORS ORD;US37045V1008;59599648464;81.76;A-;Consumer Cyclicals
01.01.2021;THE GOLDMAN SACHS GROUP ORD;US38141G1040;90734116637;80.55;A-;Financials
01.01.2021;AMERICAN TOWER CL A REIT;US03027X1000;99708130786;71.14;B+;Real Estate
01.01.2021;AMAZON.COM INC ORD;US0231351067;1.63E+12;86.52;A;Consumer Cyclicals
01.01.2021;SOUTHERN ORD;US8425871071;64898629654;63.84;B;Utilities
01.01.2021;CVS HEALTH CORP;US1266501006;89398791913;82.67;A-;Healthcare
01.01.2021;ALLERGAN PLC;IE00BY9D5467;NULL;67.01;B+;Healthcare
01.01.2021;EMERSON ELECTRIC ORD;US2910111044;48064431963;73.14;B+;Industrials
01.01.2021;UNITED PARCEL SERVICE-CL B ORD;US9113121068;1.46E+11;72.56;B+;Industrials
01.01.2021;PEPSICO U ORD;US7134481081;2.05E+11;87.49;A;Consumer Non-Cyclicals
01.01.2021;CATERPILLAR ORD;US1491231015;99256206231;74.67;B+;Industrials
01.01.2021;METLIFE ORD;US59156R1086;42252582685;63.16;B;Financials
01.01.2021;PFIZER ORD;US7170811035;2.05E+11;81.08;A-;Healthcare
01.01.2021;ACCENTURE PLC-A ORD;IE00B4BNMY34;1.73E+11;81.16;A-;Technology
01.01.2021;THERMO FISHER SCIENTIFIC ORD;US8835561023;1.85E+11;70.52;B+;Healthcare
01.01.2021;MICROSOFT-T ORD;US5949181045;1.68E+12;92.84;A+;Technology
01.01.2021;DOW INC ORD;US2605571031;41167222791;83.27;A-;Basic Materials
01.01.2021;3M ORD;US88579Y1010;84295335461;93.14;A+;Consumer Non-Cyclicals
01.01.2021;CHARTER COMMUNICATIONS INC(NEW);US16119P1084;1.28E+11;23.75;D+;Technology
01.01.2021;SALESFORCE.COM ORD;US79466L3024;2.04E+11;60.87;B;Technology
01.01.2021;PROCTERGAMBLE ORD;US7427181091;3.43E+11;70.77;B+;Consumer Non-Cyclicals
01.01.2021;SIMON PROPERTY GROUP REIT;US8288061091;28014600756;67.35;B+;Real Estate
01.01.2021;STARBUCKS-T ORD;US8552441094;1.26E+11;67.84;B+;Consumer Cyclicals
01.01.2021;JPMORGAN CHASE ORD;US46625H1005;3.87E+11;83.76;A;Financials
01.01.2021;MASTERCARD ORD;US57636Q1040;3.56E+11;62.64;B;Technology
01.01.2021;TEXAS INSTRUMENTS ORD;US8825081040;1.51E+11;84.99;A;Technology
01.01.2021;COMCAST ORD;US20030N1019;2.25E+11;57.31;B-;Technology
01.01.2021;WALGREENS BOOTS ALLIANCE INC;US9314271084;34457980404;90.4;A;Consumer Non-Cyclicals
01.01.2021;COLGATE-PALMOLIVE CO ORD;US1941621039;73296506739;81.19;A-;Consumer Non-Cyclicals
01.01.2021;AMERICAN INTERNATIONAL GROUP ORD;US0268747849;32617364289;61.96;B;Financials
01.01.2021;BRISTOL-MYERS SQUIBB ORD;US1101221083;1.40E+11;79.44;A-;Healthcare
01.01.2021;VISA INCORPORATION ORD;US92826C8394;5.11E+11;61.15;B;Industrials
01.01.2021;FEDEX ORD;US31428X1063;68817627095;76.98;A-;Industrials
01.01.2021;NETFLIX ORD;US64110L1061;2.39E+11;33.1;C-;Technology
01.01.2021;UNITEDHEALTH GRP ORD;US91324P1021;3.33E+11;73.54;B+;Healthcare
01.01.2021;NEXTERA ENERGY ORD;US65339F1012;1.51E+11;76.05;A-;Utilities
01.01.2021;BANK OF NEW YORK MELLON ORD;US0640581007;37607603564;70.2;B+;Financials
01.01.2021;ALLSTATE ORD;US0200021014;33426198098;74.62;B+;Financials
01.01.2021;INTEL-T ORD;US4581401001;2.04E+11;88.68;A;Technology
01.01.2021;MEDTRONIC PLC;IE00BTN1Y115;1.58E+11;78.56;A-;Healthcare
01.01.2021;INTL BUSINESS MACHINES CORP ORD;US4592001014;1.07E+11;73.77;B+;Technology
01.01.2021;SCHLUMBERGER ORD;AN8068571086;30394475707;70.99;B+;Energy
01.01.2021;ADOBE INC ORD;US00724F1012;2.40E+11;69.09;B+;Technology
01.01.2021;HONEYWELL INTL ORD;US4385161066;1.41E+11;76.18;A-;Consumer Non-Cyclicals
01.01.2021;WALMART INC ORD;US9311421039;4.08E+11;80.4;A-;Consumer Non-Cyclicals
01.01.2021;WELLS FARGO ORD;US9497461015;1.25E+11;69.11;B+;Financials
01.01.2021;COCA-COLA ORD;US1912161007;2.36E+11;82.61;A-;Consumer Non-Cyclicals
01.01.2021;ALTRIA GROUP ORD;US02209S1033;76195185765;89.84;A;Consumer Non-Cyclicals
01.01.2021;CITIGROUP ORD;US1729674242;1.28E+11;88.35;A;Financials
01.01.2021;NVIDIA ORD;US67066G1040;3.23E+11;74.56;B+;Technology
01.01.2021;BOOKING HOLDINGS ORD;US09857L1089;91217646850;46.71;C+;Consumer Cyclicals
01.01.2021;BERKSHIRE HATHWAY CL B ORD;US0846707026;5.44E+11;25.2;C-;Consumer Non-Cyclicals
01.01.2021;AMGEN-T ORD;US0311621009;1.34E+11;80.32;A-;Healthcare
01.01.2021;FORD MOTOR ORD;US3453708600;32224065757;76.44;A-;Consumer Cyclicals
01.01.2021;LOWE'S COS INC ORD;US5486611073;1.18E+11;75.61;A-;Consumer Cyclicals
01.01.2021;MERCK ORD;US58933Y1055;1.97E+11;77.74;A-;Healthcare
01.01.2021;PHILLIP MORRIS ORD;US7181721090;1.29E+11;89.17;A;Consumer Non-Cyclicals
01.01.2021;DUKE ENERGY ORD;US26441C2044;67384365754;68.4;B+;Utilities
01.01.2021;US ORD;US9029733048;70216145786;55.57;B-;Financials
01.01.2021;ORACLE SYS ORD;US68389X1054;1.90E+11;52.05;B-;Technology
01.01.2021;MORGAN STANLEY ORD;US6174464486;1.24E+11;61.28;B;Financials
01.01.2021;ALPHABET INC-CL C ORD;US02079K1079;1.19E+12;77.73;A-;Technology
01.01.2021;NIKE INC -CL B ORD;US6541061031;2.23E+11;71.47;B+;Consumer Cyclicals
01.01.2021;AMERICAN EXPRESS ORD;US0258161092;97356967895;74.94;B+;Financials
01.01.2021;DANAHER ORD;US2358511028;1.40E+11;80.67;A-;Healthcare
01.01.2021;PAYPAL HOLDINGS ORD SHS WHEN ISSUED;US70450Y1038;2.74E+11;74.55;B+;Industrials
01.01.2021;RAYTHEON TECHNOLOGIES CORPORD;US75513E1010;1.09E+11;70.21;B+;Industrials
01.01.2021;AT&T ORD;US00206R1023;1.55E+11;72.62;B+;Technology
01.01.2021;KINDER MORGAN ORD;US49456B1017;30946062927;87.32;A;Energy
01.01.2021;BK OF AMERICA CO ORD;US0605051046;2.62E+11;84.29;A;Financials
01.01.2021;LOCKHEED MARTIN ORD;US5398301094;99317634510;85.78;A;Industrials
01.01.2021;VERIZON COMMUNICATIONS ORD;US92343V1044;2.43E+11;73.65;B+;Technology
01.01.2021;TESLA ORD;US88160R1014;6.69E+11;62.2;B;Consumer Cyclicals
01.01.2021;ABBVIE ORD SHS;US00287Y1091;1.89E+11;80.76;A-;Healthcare
01.01.2021;DUPONT DE NEMOURS INC ORD;US26614N1028;21825924523;67.74;B+;Technology
01.01.2021;GILEAD SCIENCES ORD;US3755581036;73030549961;83.97;A;Healthcare
01.01.2021;EXELON ORD;US30161N1019;29370281168;63.67;B;Utilities
01.01.2021;MCDONALD'S ORD;US5801351017;1.60E+11;77.68;A-;Consumer Cyclicals
01.01.2021;APPLE ORD;US0378331005;2.23E+12;67.6;B+;Technology
01.01.2021;LILLY ORD;US5324571083;1.62E+11;69.04;B+;Healthcare
01.01.2022;EXXON ORD;US30231G1022;2.59E+11;72.63;B+;Energy
01.01.2022;GENERAL DYNAMICS ORD;US3695501086;58209583370;59.64;B;Industrials
01.01.2022;ABBOTT LABS ORD;US0028241000;2.49E+11;80.59;A-;Healthcare
01.01.2022;COSTCO WHOLESALE ORD;US22160K1051;2.46E+11;65.29;B;Consumer Cyclicals
01.01.2022;CHEVRON TEXACO ORD;US1667641005;2.26E+11;81.65;A-;Energy
01.01.2022;THE KRAFT HEINZ COMPANY;US5007541064;43943124350;70.08;B+;Consumer Non-Cyclicals
01.01.2022;HOME DEPOT ORD;US4370761029;4.33E+11;71.85;B+;Consumer Cyclicals
01.01.2022;BLACKROCK ORD;US09290D1019;1.39E+11;74.33;B+;Financials
01.01.2022;BROADCOM LIMITED ORD;US11135F1012;2.75E+11;73.52;B+;Technology
01.01.2022;MONDELEZ INTERNATIONAL INC;US6092071058;92500602073;74.54;B+;Consumer Non-Cyclicals
01.01.2022;JOHNSON&JOHNSON ORD;US4781601046;4.50E+11;89.92;A;Healthcare
01.01.2022;QUALCOMM ORD;US7475251036;2.05E+11;69.71;B+;Technology
01.01.2022;UNION PACIFIC U ORD;US9078181081;1.62E+11;75.21;A-;Industrials
01.01.2022;BOEING U ORD;US0970231058;1.18E+11;82.06;A-;Industrials
01.01.2022;CONOCOPHILLIPS ORD;US20825C1045;95201584860;67.59;B+;Energy
01.01.2022;LINDE PLC ORD;IE000S9YS762;1.78E+11;89.11;A;Basic Materials
01.01.2022;CISCO-T ORD;US17275R1023;2.67E+11;87.67;A;Technology
01.01.2022;ALPHABET INC-CL A ORD;US02079K3059;1.92E+12;77.41;A-;Technology
01.01.2022;WALT DISNEY ORD;US2546871060;2.82E+11;73.6;B+;Consumer Cyclicals
01.01.2022;CAPITAL ONE FINANCIAL ORD;US14040H1059;61753504395;74.36;B+;Financials
01.01.2022;TARGET ORD;US87612E1064;1.11E+11;85.68;A;Consumer Cyclicals
01.01.2022;BIOGEN INC;US09062X1037;35242499463;80.77;A-;Healthcare
01.01.2022;META PLATFORMS ORD A;US30303M1027;9.36E+11;64.13;B;Technology
01.01.2022;GENERAL ELECTRIC ORD;US3696043013;64562736634;81.22;A-;Industrials
01.01.2022;GENERAL MOTORS ORD;US37045V1008;85122569037;75.37;A-;Consumer Cyclicals
01.01.2022;THE GOLDMAN SACHS GROUP ORD;US38141G1040;1.28E+11;87.61;A;Financials
01.01.2022;T-MOBILE US INC;US8725901040;1.45E+11;58.6;B;Technology
01.01.2022;AMERICAN TOWER CL A REIT;US03027X1000;1.33E+11;67.55;B+;Real Estate
01.01.2022;HONEYWELL INTL ORD;US4385161066;1.35E+11;82.24;A-;Consumer Non-Cyclicals
01.01.2022;AMAZON.COM INC ORD;US0231351067;1.69E+12;79.17;A-;Consumer Cyclicals
01.01.2022;SOUTHERN ORD;US8425871071;72681353588;66.83;B+;Utilities
01.01.2022;CVS HEALTH CORP;US1266501006;1.36E+11;82.83;A-;Healthcare
01.01.2022;ALLERGAN PLC;IE00BY9D5467;NULL;67.01;B+;Healthcare
01.01.2022;EMERSON ELECTRIC ORD;US2910111044;55224180000;71.36;B+;Industrials
01.01.2022;UNITED PARCEL SERVICE-CL B ORD;US9113121068;1.86E+11;73.95;B+;Industrials
01.01.2022;PEPSICO U ORD;US7134481081;2.40E+11;89.44;A;Consumer Non-Cyclicals
01.01.2022;CATERPILLAR ORD;US1491231015;1.11E+11;82.27;A-;Industrials
01.01.2022;METLIFE ORD;US59156R1086;52564100461;69.34;B+;Financials
01.01.2022;PFIZER ORD;US7170811035;3.31E+11;78.27;A-;Healthcare
01.01.2022;ACCENTURE PLC-A ORD;IE00B4BNMY34;2.73E+11;80.34;A-;Technology
01.01.2022;THERMO FISHER SCIENTIFIC ORD;US8835561023;2.63E+11;66.57;B;Healthcare
01.01.2022;MICROSOFT-T ORD;US5949181045;2.53E+12;93.23;A+;Technology
01.01.2022;DOW INC ORD;US2605571031;41950929449;89.95;A;Basic Materials
01.01.2022;3M ORD;US88579Y1010;84925916772;89.41;A;Consumer Non-Cyclicals
01.01.2022;CHARTER COMMUNICATIONS INC(NEW);US16119P1084;1.13E+11;35.82;C;Technology
01.01.2022;SALESFORCE.COM ORD;US79466L3024;2.50E+11;63.93;B;Technology
01.01.2022;PROCTERGAMBLE ORD;US7427181091;3.92E+11;73.79;B+;Consumer Non-Cyclicals
01.01.2022;SIMON PROPERTY GROUP REIT;US8288061091;52502205513;69.13;B+;Real Estate
01.01.2022;STARBUCKS-T ORD;US8552441094;1.37E+11;67.68;B+;Consumer Cyclicals
01.01.2022;JPMORGAN CHASE ORD;US46625H1005;4.68E+11;85.48;A;Financials
01.01.2022;MASTERCARD ORD;US57636Q1040;3.52E+11;71.56;B+;Technology
01.01.2022;TEXAS INSTRUMENTS ORD;US8825081040;1.74E+11;79.21;A-;Technology
01.01.2022;COMCAST ORD;US20030N1019;2.14E+11;62.77;B;Technology
01.01.2022;WALGREENS BOOTS ALLIANCE INC;US9314271084;45028268928;88.35;A;Consumer Non-Cyclicals
01.01.2022;COLGATE-PALMOLIVE CO ORD;US1941621039;71928707290;90.55;A;Consumer Non-Cyclicals
01.01.2022;AMERICAN INTERNATIONAL GROUP ORD;US0268747849;47210721991;57.34;B-;Financials
01.01.2022;BRISTOL-MYERS SQUIBB ORD;US1101221083;1.38E+11;83.33;A-;Healthcare
01.01.2022;VISA INCORPORATION ORD;US92826C8394;4.56E+11;58.79;B;Industrials
01.01.2022;FEDEX ORD;US31428X1063;68531670615;79.33;A-;Industrials
01.01.2022;NETFLIX ORD;US64110L1061;2.67E+11;28.68;C-;Technology
01.01.2022;UNITEDHEALTH GRP ORD;US91324P1021;4.73E+11;74.33;B+;Healthcare
01.01.2022;NEXTERA ENERGY ORD;US65339F1012;1.83E+11;77.68;A-;Utilities
01.01.2022;BANK OF NEW YORK MELLON ORD;US0640581007;47963687339;68.2;B+;Financials
01.01.2022;INTEL-T ORD;US4581401001;2.09E+11;88.01;A;Technology
01.01.2022;MEDTRONIC PLC;IE00BTN1Y115;1.39E+11;72.8;B+;Healthcare
01.01.2022;INTL BUSINESS MACHINES CORP ORD;US4592001014;1.20E+11;71.7;B+;Technology
01.01.2022;ADOBE INC ORD;US00724F1012;2.70E+11;74.59;B+;Technology
01.01.2022;WALMART INC ORD;US9311421039;4.01E+11;81.39;A-;Consumer Non-Cyclicals
01.01.2022;WELLS FARGO ORD;US9497461015;1.91E+11;70.37;B+;Financials
01.01.2022;COCA-COLA ORD;US1912161007;2.56E+11;82.57;A-;Consumer Non-Cyclicals
01.01.2022;ALTRIA GROUP ORD;US02209S1033;87054900275;85.73;A;Consumer Non-Cyclicals
01.01.2022;CITIGROUP ORD;US1729674242;1.20E+11;84.72;A;Financials
01.01.2022;NVIDIA ORD;US67066G1040;7.35E+11;80.62;A-;Technology
01.01.2022;BOOKING HOLDINGS ORD;US09857L1089;98520745117;58.27;B-;Consumer Cyclicals
01.01.2022;BERKSHIRE HATHWAY CL B ORD;US0846707026;6.69E+11;25.93;C-;Consumer Non-Cyclicals
01.01.2022;AMGEN-T ORD;US0311621009;1.27E+11;80.33;A-;Healthcare
01.01.2022;FORD MOTOR ORD;US3453708600;77870386281;76.66;A-;Consumer Cyclicals
01.01.2022;LOWE'S COS INC ORD;US5486611073;1.74E+11;77.76;A-;Consumer Cyclicals
01.01.2022;MERCK & CO INC ORD;US58933Y1055;1.94E+11;75.99;A-;Healthcare
01.01.2022;PHILLIP MORRIS ORD;US7181721090;1.48E+11;83.85;A;Consumer Non-Cyclicals
01.01.2022;DUKE ENERGY ORD;US26441C2044;80704119723;68.41;B+;Utilities
01.01.2022;US ORD;US9029733048;83288745629;55.55;B-;Financials
01.01.2022;ORACLE SYS ORD;US68389X1054;2.38E+11;53.59;B-;Technology
01.01.2022;MORGAN STANLEY ORD;US6174464486;1.76E+11;68.45;B+;Financials
01.01.2022;ALPHABET INC-CL C ORD;US02079K1079;1.92E+12;77.41;A-;Technology
01.01.2022;NIKE INC -CL B ORD;US6541061031;2.64E+11;72.35;B+;Consumer Cyclicals
01.01.2022;AMERICAN EXPRESS ORD;US0258161092;1.27E+11;68.36;B+;Financials
01.01.2022;DANAHER ORD;US2358511028;2.08E+11;79.52;A-;Healthcare
01.01.2022;PAYPAL HOLDINGS ORD SHS WHEN ISSUED;US70450Y1038;2.22E+11;81.69;A-;Industrials
01.01.2022;RAYTHEON TECHNOLOGIES CORPORD;US75513E1010;1.29E+11;64.79;B;Industrials
01.01.2022;AT&T ORD;US00206R1023;1.33E+11;72.23;B+;Technology
01.01.2022;BK OF AMERICA CO ORD;US0605051046;3.64E+11;83.98;A;Financials
01.01.2022;LOCKHEED MARTIN ORD;US5398301094;98017258640;79.55;A-;Industrials
01.01.2022;VERIZON COMMUNICATIONS ORD;US92343V1044;2.15E+11;73.44;B+;Technology
01.01.2022;TESLA ORD;US88160R1014;1.06E+12;63.32;B;Consumer Cyclicals
01.01.2022;ABBVIE ORD SHS;US00287Y1091;2.39E+11;81.21;A-;Healthcare
01.01.2022;DUPONT DE NEMOURS INC ORD;US26614N1028;17504736194;74.47;B+;Technology
01.01.2022;GILEAD SCIENCES ORD;US3755581036;91080787532;84.66;A;Healthcare
01.01.2022;EXELON ORD;US30161N1019;40293730114;58.3;B-;Utilities
01.01.2022;MCDONALD'S ORD;US5801351017;2.00E+11;70.84;B+;Consumer Cyclicals
01.01.2022;APPLE ORD;US0378331005;2.90E+12;77.01;A-;Technology
01.01.2022;LILLY ORD;US5324571083;2.64E+11;65.35;B;Healthcare
01.01.2023;EXXON ORD;US30231G1022;4.54E+11;67.85;B+;Energy
01.01.2023;GENERAL DYNAMICS ORD;US3695501086;68118342714;66.69;B+;Industrials
01.01.2023;ABBOTT LABS ORD;US0028241000;1.91E+11;82.76;A-;Healthcare
01.01.2023;COSTCO WHOLESALE ORD;US22160K1051;1.98E+11;71.74;B+;Consumer Cyclicals
01.01.2023;CHEVRON TEXACO ORD;US1667641005;3.47E+11;65.4;B;Energy
01.01.2023;THE KRAFT HEINZ COMPANY;US5007541064;49866906976;70.67;B+;Consumer Non-Cyclicals
01.01.2023;HOME DEPOT ORD;US4370761029;3.22E+11;67.51;B+;Consumer Cyclicals
01.01.2023;BLACKROCK ORD;US09290D1019;1.06E+11;78.62;A-;Financials
01.01.2023;BROADCOM LIMITED ORD;US11135F1012;2.34E+11;74.61;B+;Technology
01.01.2023;MONDELEZ INTERNATIONAL INC;US6092071058;91018473558;78.93;A-;Consumer Non-Cyclicals
01.01.2023;JOHNSON&JOHNSON ORD;US4781601046;4.62E+11;89.88;A;Healthcare
01.01.2023;QUALCOMM ORD;US7475251036;1.23E+11;73.51;B+;Technology
01.01.2023;UNION PACIFIC U ORD;US9078181081;1.27E+11;74.89;B+;Industrials
01.01.2023;BOEING U ORD;US0970231058;1.14E+11;81.27;A-;Industrials
01.01.2023;CONOCOPHILLIPS ORD;US20825C1045;1.47E+11;64.16;B;Energy
01.01.2023;LINDE PLC ORD;IE000S9YS762;1.61E+11;91.12;A;Basic Materials
01.01.2023;CISCO-T ORD;US17275R1023;1.96E+11;86.89;A;Technology
01.01.2023;ALPHABET INC-CL A ORD;US02079K3059;1.15E+12;79.2;A-;Technology
01.01.2023;WALT DISNEY ORD;US2546871060;1.58E+11;77.49;A-;Consumer Cyclicals
